vehicle_number,total_violations,first_violation,last_violation,unique_zones,top_zone,vehicle_type,top_violation_type,span_days,violations_per_month,rank
FKN00GL19727,14,2023-12-07,2024-04-03,1,Upparpet,SCOOTER,NO PARKING,119,3.53,239
FKN00GL12906,14,2024-01-28,2024-03-08,1,Halasur,MAXI-CAB,NO PARKING,41,10.24,240
FKN00GL15777,14,2023-11-11,2024-04-04,1,Shivajinagar,PASSENGER AUTO,WRONG PARKING,146,2.88,241
FKN00GL16636,14,2023-11-30,2024-03-19,2,Shivajinagar,MOTOR CYCLE,WRONG PARKING,111,3.78,242
FKN00GL30830,14,2023-11-12,2024-03-10,1,Shivajinagar,MOTOR CYCLE,WRONG PARKING,120,3.5,243
FKN00GL3173,14,2023-11-28,2024-03-30,1,Upparpet,SCOOTER,WRONG PARKING,124,3.39,244
FKN00GL24041,14,2023-11-17,2024-04-07,1,Shivajinagar,PASSENGER AUTO,NO PARKING,143,2.94,245
FKN00GL23892,14,2023-11-17,2024-03-17,1,Shivajinagar,MOTOR CYCLE,NO PARKING,122,3.44,246
FKN00GL4517,14,2023-11-23,2024-03-29,1,Upparpet,CAR,WRONG PARKING,128,3.28,247
FKN00GL53686,14,2023-11-16,2023-12-15,1,Halasur,CAR,NO PARKING,30,14.0,248
FKN00GL29737,14,2023-11-23,2024-04-07,2,City Market,SCOOTER,WRONG PARKING,137,3.07,249
FKN00GL16589,14,2023-12-07,2024-03-18,2,Jeevanbheemanagar,SCOOTER,NO PARKING,103,4.08,250
FKN00GL20859,14,2023-11-14,2024-03-30,1,Upparpet,SCOOTER,WRONG PARKING,138,3.04,251
FKN00GL19099,14,2023-11-14,2024-01-29,1,High ground,SCOOTER,WRONG PARKING,77,5.45,252
FKN00GL26487,14,2024-03-10,2024-03-13,1,Hulimavu,MOTOR CYCLE,WRONG PARKING,4,105.0,253
FKN00GL113789,14,2023-11-11,2024-01-14,1,Shivajinagar,MOTOR CYCLE,WRONG PARKING,65,6.46,254
FKN00GL3284,14,2023-11-11,2024-03-17,2,Shivajinagar,PASSENGER AUTO,WRONG PARKING,128,3.28,255
FKN00GL25393,14,2023-12-13,2024-03-14,1,HAL Old Airport,SCOOTER,NO PARKING,93,4.52,256
FKN00GL37015,14,2023-11-14,2024-04-06,1,Upparpet,SCOOTER,NO PARKING,145,2.9,257
FKN00GL17849,14,2024-01-30,2024-03-28,1,HAL Old Airport,MOTOR CYCLE,NO PARKING,59,7.12,258
FKN00GL34407,14,2023-11-17,2024-03-26,1,Shivajinagar,SCOOTER,WRONG PARKING,131,3.21,259
FKN00GL35455,14,2023-11-15,2024-03-13,1,HAL Old Airport,SCOOTER,NO PARKING,120,3.5,260
FKN00GL4734,14,2023-11-15,2024-03-27,1,Shivajinagar,SCOOTER,WRONG PARKING,134,3.13,261
FKN00GL23579,14,2024-01-24,2024-03-13,1,HAL Old Airport,SCOOTER,PARKING IN A MAIN ROAD,50,8.4,262
FKN00GL7052,14,2024-02-02,2024-03-14,2,Hulimavu,SCHOOL VEHICLE,WRONG PARKING,42,10.0,263
FKN00GL50737,14,2024-03-25,2024-04-08,1,Malleshwaram,MOTOR CYCLE,WRONG PARKING,15,28.0,264
FKN00GL122867,14,2023-11-11,2024-01-01,1,Shivajinagar,SCOOTER,NO PARKING,52,8.08,265
FKN00GL5137,14,2023-11-22,2024-03-28,1,Vijayanagara,SCOOTER,WRONG PARKING,128,3.28,266
FKN00GL5140,14,2023-11-10,2024-04-03,1,Rajajinagar,MAXI-CAB,WRONG PARKING,146,2.88,267
FKN00GL18558,14,2023-12-02,2024-03-12,1,Jeevanbheemanagar,SCOOTER,NO PARKING,102,4.12,268
FKN00GL5790,14,2024-01-26,2024-04-07,2,Hulimavu,LORRY/GOODS VEHICLE,WRONG PARKING,73,5.75,269
FKN00GL42010,14,2023-11-21,2024-04-07,1,Upparpet,SCOOTER,NO PARKING,139,3.02,270
FKN00GL13296,14,2023-12-03,2024-03-04,1,Upparpet,CAR,WRONG PARKING,93,4.52,271
FKN00GL23218,14,2023-12-07,2024-02-06,1,High ground,MOTOR CYCLE,WRONG PARKING,62,6.77,272
FKN00GL25810,14,2023-12-14,2024-02-07,1,Jalahalli,MOTOR CYCLE,WRONG PARKING,56,7.5,273
FKN00GL23020,14,2023-11-21,2024-02-06,1,High ground,SCOOTER,WRONG PARKING,78,5.38,274
FKN00GL39674,14,2023-11-22,2024-03-19,1,Malleshwaram,SCOOTER,WRONG PARKING,119,3.53,275
FKN00GL1530,14,2023-11-30,2024-03-23,4,Sheshadripuram,CAR,WRONG PARKING,115,3.65,276
FKN00GL32688,14,2023-11-12,2024-02-11,1,Shivajinagar,SCOOTER,NO PARKING,92,4.57,277
FKN00GL62141,14,2023-11-21,2024-04-06,2,City Market,LGV,WRONG PARKING,138,3.04,278
FKN00GL2615,14,2023-11-17,2024-01-17,1,High ground,SCOOTER,WRONG PARKING,62,6.77,279
FKN00GL26291,14,2023-12-20,2024-03-13,1,Kodigehalli,SCOOTER,WRONG PARKING,85,4.94,280
FKN00GL8164,14,2023-11-25,2024-04-04,1,Upparpet,MOTOR CYCLE,NO PARKING,132,3.18,281
FKN00GL63327,14,2024-01-22,2024-03-22,1,Kodigehalli,SCOOTER,WRONG PARKING,61,6.89,282
FKN00GL5390,13,2023-12-28,2024-04-02,1,Vijayanagara,SCOOTER,WRONG PARKING,97,4.02,283
FKN00GL26488,13,2024-03-13,2024-03-13,1,Hulimavu,SCOOTER,WRONG PARKING,1,390.0,284
FKN00GL6174,13,2023-11-15,2024-02-14,1,Rajajinagar,SCOOTER,WRONG PARKING,92,4.24,285
FKN00GL32518,13,2023-11-11,2024-03-17,1,Shivajinagar,SCOOTER,NO PARKING,128,3.05,286
FKN00GL54853,13,2024-02-22,2024-02-23,1,Electronic City,SCOOTER,WRONG PARKING,2,195.0,287
FKN00GL76754,13,2023-11-14,2024-03-05,2,High ground,MOTOR CYCLE,WRONG PARKING,113,3.45,288
FKN00GL44458,13,2023-11-29,2024-03-30,1,Vijayanagara,SCOOTER,NO PARKING,123,3.17,289
FKN00GL7697,13,2023-11-17,2024-03-07,2,Shivajinagar,MOTOR CYCLE,WRONG PARKING,112,3.48,290
FKN00GL0147,13,2023-11-15,2024-04-02,3,City Market,GOODS AUTO,WRONG PARKING,140,2.79,291
FKN00GL1960,13,2023-11-12,2024-04-02,1,Shivajinagar,MOTOR CYCLE,NO PARKING,143,2.73,292
FKN00GL48931,13,2023-12-12,2024-04-06,1,Upparpet,SCOOTER,NO PARKING,117,3.33,293
FKN00GL20782,13,2023-11-17,2024-03-29,1,Vijayanagara,MOTOR CYCLE,NO PARKING,134,2.91,294
FKN00GL50547,13,2023-11-17,2024-03-12,1,Upparpet,VAN,NO PARKING,117,3.33,295
FKN00GL96078,13,2023-11-17,2024-02-02,2,High ground,SCOOTER,WRONG PARKING,78,5.0,296
FKN00GL43870,13,2023-11-11,2024-04-06,1,Upparpet,MOTOR CYCLE,WRONG PARKING,148,2.64,297
FKN00GL2927,13,2023-12-22,2024-03-28,1,HAL Old Airport,SCOOTER,NO PARKING,98,3.98,298
FKN00GL7084,13,2023-11-14,2024-04-03,1,Rajajinagar,SCOOTER,WRONG PARKING,142,2.75,299
FKN00GL67984,13,2023-12-20,2024-03-12,2,HAL Old Airport,SCOOTER,PARKING IN A MAIN ROAD,84,4.64,300
FKN00GL3007,13,2023-11-21,2024-02-08,2,High ground,SCOOTER,WRONG PARKING,80,4.88,301
FKN00GL53263,13,2023-11-14,2024-02-21,1,Upparpet,CAR,NO PARKING,100,3.9,302
FKN00GL2891,13,2023-11-15,2024-02-15,2,Upparpet,SCOOTER,WRONG PARKING,93,4.19,303
FKN00GL16436,13,2023-11-23,2024-03-20,1,Malleshwaram,CAR,NO PARKING,119,3.28,304
FKN00GL6855,13,2023-12-07,2024-02-02,1,Jeevanbheemanagar,SCOOTER,NO PARKING,58,6.72,305
FKN00GL72851,13,2023-11-11,2024-03-02,1,Basavanagudi,SCOOTER,WRONG PARKING,113,3.45,306
FKN00GL43944,13,2023-12-02,2024-03-16,2,Hebbala,MOTOR CYCLE,NO PARKING,106,3.68,307
FKN00GL27384,13,2024-02-06,2024-04-03,1,Shivajinagar,SCOOTER,NO PARKING,58,6.72,308
FKN00GL6480,13,2023-11-15,2024-03-27,1,Shivajinagar,SCOOTER,NO PARKING,134,2.91,309
FKN00GL1620,13,2024-01-18,2024-04-07,1,Shivajinagar,SCOOTER,NO PARKING,81,4.81,310
FKN00GL1053,13,2023-12-14,2024-03-26,1,HAL Old Airport,MOTOR CYCLE,NO PARKING,104,3.75,311
FKN00GL21328,13,2023-11-10,2024-02-20,2,Vijayanagara,SCOOTER,WRONG PARKING,103,3.79,312
FKN00GL14458,13,2023-11-15,2024-03-25,1,Halasur,PASSENGER AUTO,NO PARKING,132,2.95,313
FKN00GL103735,13,2023-11-28,2023-12-25,2,Rajajinagar,CAR,WRONG PARKING,28,13.93,314
FKN00GL114057,13,2023-11-11,2023-12-07,1,Malleshwaram,CAR,WRONG PARKING,27,14.44,315
FKN00GL50810,13,2023-12-15,2024-03-25,2,City Market,LGV,WRONG PARKING,102,3.82,316
FKN00GL28769,13,2023-11-15,2024-02-25,2,Malleshwaram,TANKER,WRONG PARKING,103,3.79,317
FKN00GL0330,13,2023-11-17,2024-03-29,3,Vijayanagara,MOTOR CYCLE,WRONG PARKING,134,2.91,318
FKN00GL9880,13,2023-11-11,2024-03-03,1,Shivajinagar,PASSENGER AUTO,WRONG PARKING,114,3.42,319
FKN00GL12846,13,2023-12-06,2024-03-28,1,Vijayanagara,MOTOR CYCLE,WRONG PARKING,114,3.42,320
FKN00GL5704,13,2023-12-07,2024-02-13,1,Vijayanagara,SCOOTER,NO PARKING,69,5.65,321
FKN00GL37361,13,2023-11-30,2024-03-15,1,HAL Old Airport,SCOOTER,NO PARKING,107,3.64,322
FKN00GL11665,13,2023-12-22,2024-03-22,1,HAL Old Airport,SCOOTER,WRONG PARKING,92,4.24,323
FKN00GL17792,13,2024-01-10,2024-04-06,1,HAL Old Airport,SCOOTER,NO PARKING,88,4.43,324
FKN00GL12648,13,2023-12-01,2024-04-02,2,Shivajinagar,PASSENGER AUTO,WRONG PARKING,124,3.15,325
FKN00GL5752,13,2023-11-17,2024-03-12,1,Vijayanagara,SCOOTER,WRONG PARKING,117,3.33,326
FKN00GL122435,13,2023-11-11,2024-01-01,1,Shivajinagar,SCOOTER,NO PARKING,52,7.5,327
FKN00GL115942,13,2023-12-02,2024-01-18,1,Upparpet,SCOOTER,WRONG PARKING,48,8.12,328
FKN00GL5761,13,2023-11-17,2024-04-04,1,Vijayanagara,SCOOTER,WRONG PARKING,140,2.79,329
FKN00GL5756,13,2023-12-13,2024-03-12,1,Vijayanagara,SCOOTER,WRONG PARKING,91,4.29,330
FKN00GL11524,13,2024-01-09,2024-03-13,1,City Market,SCOOTER,WRONG PARKING,65,6.0,331
FKN00GL115574,13,2023-12-02,2024-01-08,1,Hulimavu,CAR,WRONG PARKING,38,10.26,332
FKN00GL17669,13,2023-12-05,2024-02-07,1,Upparpet,SCOOTER,NO PARKING,65,6.0,333
FKN00GL7795,13,2023-11-12,2024-02-03,1,Upparpet,MOPED,NO PARKING,84,4.64,334
FKN00GL32683,13,2023-11-11,2024-03-10,1,Shivajinagar,SCOOTER,NO PARKING,121,3.22,335
FKN00GL15299,13,2024-01-23,2024-03-04,2,Upparpet,MOTOR CYCLE,NO PARKING,42,9.29,336
FKN00GL0921,13,2024-01-06,2024-03-21,1,HAL Old Airport,SCOOTER,NO PARKING,76,5.13,337
FKN00GL23215,13,2023-11-12,2024-03-11,1,Upparpet,SCOOTER,NO PARKING,121,3.22,338
FKN00GL2190,13,2023-11-12,2024-04-03,1,Upparpet,SCOOTER,NO PARKING,144,2.71,339
FKN00GL100448,13,2023-11-22,2024-01-11,1,Upparpet,LGV,WRONG PARKING,51,7.65,340
FKN00GL6089,13,2023-11-14,2024-02-02,1,High ground,SCOOTER,WRONG PARKING,81,4.81,341
FKN00GL31873,13,2023-11-10,2024-03-31,1,Upparpet,SCOOTER,WRONG PARKING,143,2.73,342
FKN00GL3213,13,2023-11-29,2024-03-29,1,Vijayanagara,MOTOR CYCLE,WRONG PARKING,122,3.2,343
FKN00GL76628,13,2023-11-22,2024-03-04,1,High ground,SCOOTER,NO PARKING,104,3.75,344
FKN00GL6420,13,2023-11-18,2024-03-01,1,Kodigehalli,MOTOR CYCLE,NO PARKING,105,3.71,345
FKN00GL111835,13,2023-11-11,2024-01-14,1,Shivajinagar,SCOOTER,WRONG PARKING,65,6.0,346
FKN00GL1104,13,2023-11-29,2024-03-02,1,Upparpet,SCOOTER,NO PARKING,95,4.11,347
FKN00GL69641,13,2023-11-12,2024-02-02,1,Upparpet,SCOOTER,NO PARKING,83,4.7,348
FKN00GL5034,12,2023-11-15,2024-03-21,1,HAL Old Airport,PRIVATE BUS,NO PARKING,128,2.81,349
FKN00GL19350,12,2023-11-21,2024-02-21,2,Upparpet,LGV,NO PARKING,93,3.87,350
FKN00GL20386,12,2024-02-05,2024-02-07,2,Banaswadi,CAR,WRONG PARKING,3,120.0,351
FKN00GL20071,12,2023-11-18,2024-02-23,1,Upparpet,SCOOTER,WRONG PARKING,98,3.67,352
FKN00GL6539,12,2023-11-10,2024-02-02,1,Rajajinagar,SCOOTER,WRONG PARKING,85,4.24,353
FKN00GL17285,12,2024-01-04,2024-02-06,1,HAL Old Airport,SCOOTER,NO PARKING,34,10.59,354
FKN00GL8474,12,2023-11-22,2024-02-03,1,Upparpet,LGV,NO PARKING,74,4.86,355
FKN00GL54162,12,2023-12-04,2023-12-04,1,Rajajinagar,SCOOTER,WRONG PARKING,1,360.0,356
FKN00GL3083,12,2023-12-19,2024-03-13,2,High ground,SCOOTER,WRONG PARKING,86,4.19,357
FKN00GL7362,12,2024-01-04,2024-02-22,2,HAL Old Airport,CAR,PARKING IN A MAIN ROAD,50,7.2,358
FKN00GL26489,12,2024-03-13,2024-03-13,1,Hulimavu,SCOOTER,WRONG PARKING,1,360.0,359
FKN00GL104843,12,2023-11-17,2024-01-05,1,High ground,SCOOTER,WRONG PARKING,50,7.2,360
FKN00GL10595,12,2023-12-03,2024-04-08,1,Shivajinagar,PASSENGER AUTO,WRONG PARKING,128,2.81,361
FKN00GL66344,12,2023-12-01,2024-03-27,1,Shivajinagar,SCOOTER,WRONG PARKING,118,3.05,362
FKN00GL22726,12,2023-11-16,2024-03-07,2,Shivajinagar,SCOOTER,NO PARKING,113,3.19,363
FKN00GL66442,12,2023-11-22,2024-03-27,1,Shivajinagar,SCOOTER,WRONG PARKING,127,2.83,364
FKN00GL68649,12,2023-11-14,2024-03-01,1,Shivajinagar,SCOOTER,WRONG PARKING,109,3.3,365
FKN00GL28770,12,2023-11-15,2024-02-25,2,Malleshwaram,TANKER,WRONG PARKING,103,3.5,366
FKN00GL28038,12,2023-12-20,2024-03-01,1,HAL Old Airport,FACTORY BUS,PARKING IN A MAIN ROAD,73,4.93,367
FKN00GL16533,12,2023-12-16,2024-03-06,1,HAL Old Airport,MOTOR CYCLE,WRONG PARKING,82,4.39,368
FKN00GL0580,12,2023-11-12,2023-12-20,1,Rajajinagar,SCHOOL VEHICLE,NO PARKING,39,9.23,369
FKN00GL9272,12,2023-12-15,2024-03-23,1,Malleshwaram,SCOOTER,WRONG PARKING,100,3.6,370
FKN00GL21231,12,2023-12-03,2024-03-27,3,Upparpet,LGV,NO PARKING,116,3.1,371
FKN00GL73104,12,2023-11-17,2024-03-02,1,Upparpet,CAR,WRONG PARKING,107,3.36,372
FKN00GL53581,12,2023-11-18,2024-04-07,1,Rajajinagar,CAR,WRONG PARKING,142,2.54,373
FKN00GL52672,12,2024-02-21,2024-03-17,1,Kodigehalli,MOTOR CYCLE,WRONG PARKING,26,13.85,374
FKN00GL7335,12,2023-11-19,2024-03-24,1,Halasuru Gate,MINI LORRY,WRONG PARKING,127,2.83,375
FKN00GL68222,12,2023-11-16,2024-03-07,1,Ashok Nagar,SCOOTER,NO PARKING,113,3.19,376
FKN00GL24113,12,2023-11-28,2024-02-22,1,Vijayanagara,SCOOTER,NO PARKING,87,4.14,377
FKN00GL24109,12,2023-12-11,2024-03-25,1,Shivajinagar,PASSENGER AUTO,NO PARKING,106,3.4,378
FKN00GL9608,12,2023-11-18,2024-04-07,1,Rajajinagar,CAR,WRONG PARKING,142,2.54,379
FKN00GL5053,12,2023-11-17,2024-03-15,1,HAL Old Airport,SCOOTER,NO PARKING,120,3.0,380
FKN00GL13448,12,2023-11-21,2024-03-27,2,City Market,LGV,WRONG PARKING,128,2.81,381
FKN00GL54146,12,2023-12-04,2023-12-04,1,Rajajinagar,SCOOTER,WRONG PARKING,1,360.0,382
FKN00GL54129,12,2023-12-04,2023-12-04,1,Rajajinagar,SCOOTER,WRONG PARKING,1,360.0,383
FKN00GL30840,12,2023-11-15,2024-02-10,1,Shivajinagar,MOTOR CYCLE,NO PARKING,88,4.09,384
FKN00GL17738,12,2024-01-01,2024-01-18,1,HAL Old Airport,MOTOR CYCLE,NO PARKING,18,20.0,385
FKN00GL21753,12,2023-11-11,2024-04-04,1,Rajajinagar,SCOOTER,WRONG PARKING,146,2.47,386
FKN00GL8816,12,2023-11-18,2024-03-31,1,Shivajinagar,PASSENGER AUTO,NO PARKING,135,2.67,387
FKN00GL33720,12,2023-11-14,2024-03-18,1,HAL Old Airport,SCOOTER,NO PARKING,126,2.86,388
FKN00GL2311,12,2023-12-11,2024-04-02,1,Shivajinagar,PASSENGER AUTO,WRONG PARKING,114,3.16,389
FKN00GL89378,12,2023-11-12,2024-01-02,1,Shivajinagar,MOTOR CYCLE,NO PARKING,52,6.92,390
FKN00GL8857,12,2023-11-18,2024-04-05,2,Rajajinagar,SCOOTER,WRONG PARKING,140,2.57,391
FKN00GL6108,12,2023-11-14,2024-02-02,1,Upparpet,SCOOTER,NO PARKING,81,4.44,392
FKN00GL102161,12,2023-11-14,2024-01-20,1,High ground,SCOOTER,WRONG PARKING,68,5.29,393
FKN00GL24230,12,2024-01-31,2024-02-22,2,HAL Old Airport,PASSENGER AUTO,PARKING IN A MAIN ROAD,23,15.65,394
FKN00GL33243,12,2023-11-26,2024-04-03,1,Shivajinagar,SCOOTER,WRONG PARKING,130,2.77,395
FKN00GL3312,12,2023-11-15,2024-03-28,1,HAL Old Airport,SCOOTER,NO PARKING,135,2.67,396
FKN00GL60902,12,2023-11-15,2024-02-25,1,Shivajinagar,SCOOTER,WRONG PARKING,103,3.5,397
FKN00GL102160,12,2023-11-21,2024-01-19,1,High ground,MOTOR CYCLE,WRONG PARKING,60,6.0,398
FKN00GL15235,12,2023-11-11,2024-03-19,1,Malleshwaram,CAR,NO PARKING,130,2.77,399
FKN00GL3209,12,2024-01-01,2024-03-28,1,HAL Old Airport,SCOOTER,NO PARKING,88,4.09,400
FKN00GL6306,12,2023-11-11,2024-03-28,1,Shivajinagar,SCOOTER,NO PARKING,139,2.59,401
FKN00GL7591,12,2023-11-29,2024-03-27,3,Hulimavu,FACTORY BUS,WRONG PARKING,120,3.0,402
FKN00GL32182,12,2023-11-13,2024-04-05,1,Upparpet,CAR,WRONG PARKING,145,2.48,403
FKN00GL11177,12,2023-11-12,2024-03-18,1,Shivajinagar,PASSENGER AUTO,WRONG PARKING,128,2.81,404
FKN00GL26355,12,2023-11-12,2024-02-11,1,Shivajinagar,SCOOTER,WRONG PARKING,92,3.91,405
FKN00GL26363,12,2023-11-15,2024-03-17,1,Shivajinagar,SCOOTER,NO PARKING,124,2.9,406
FKN00GL17327,12,2023-11-16,2024-03-01,1,HAL Old Airport,MOTOR CYCLE,NO PARKING,107,3.36,407
FKN00GL63934,12,2023-11-22,2024-03-27,2,City Market,LGV,WRONG PARKING,127,2.83,408
FKN00GL3268,12,2023-11-15,2024-03-28,1,HAL Old Airport,SCOOTER,NO PARKING,135,2.67,409
FKN00GL40746,12,2023-11-11,2024-02-23,1,Shivajinagar,SCOOTER,WRONG PARKING,105,3.43,410
FKN00GL8131,12,2023-12-03,2024-02-10,3,Vijayanagara,CAR,WRONG PARKING,70,5.14,411
FKN00GL80784,12,2023-11-16,2024-03-07,1,Vijayanagara,SCOOTER,NO PARKING,113,3.19,412
FKN00GL6235,12,2023-11-11,2024-03-07,1,Upparpet,CAR,NO PARKING,118,3.05,413
FKN00GL14083,12,2023-11-21,2024-03-22,1,HAL Old Airport,SCOOTER,WRONG PARKING,123,2.93,414
FKN00GL14089,12,2023-11-15,2024-03-21,1,HAL Old Airport,SCOOTER,NO PARKING,128,2.81,415
FKN00GL38689,12,2023-11-11,2024-04-04,1,Shivajinagar,SCOOTER,NO PARKING,146,2.47,416
FKN00GL138267,12,2023-11-15,2023-12-19,1,Shivajinagar,SCOOTER,WRONG PARKING,35,10.29,417
FKN00GL37439,12,2023-11-17,2024-03-20,1,HAL Old Airport,MOTOR CYCLE,NO PARKING,125,2.88,418
FKN00GL36507,12,2023-11-22,2024-03-04,1,High ground,MOTOR CYCLE,NO PARKING,104,3.46,419
FKN00GL5691,12,2023-11-15,2024-03-12,1,Vijayanagara,SCOOTER,NO PARKING,119,3.03,420
FKN00GL36866,12,2023-11-15,2024-02-29,2,Halasuru Gate,PASSENGER AUTO,NO PARKING,107,3.36,421
FKN00GL14474,12,2023-11-22,2024-01-25,1,Jeevanbheemanagar,SCOOTER,NO PARKING,65,5.54,422
FKN00GL17716,12,2023-11-11,2024-01-21,1,Shivajinagar,PASSENGER AUTO,NO PARKING,72,5.0,423
FKN00GL10321,12,2023-12-08,2024-04-05,1,Malleshwaram,PASSENGER AUTO,WRONG PARKING,120,3.0,424
FKN00GL36034,12,2024-02-13,2024-02-23,2,Hebbala,CAR,NO PARKING,11,32.73,425
FKN00GL113054,12,2023-11-15,2023-11-22,1,Shivajinagar,MOTOR CYCLE,NO PARKING,8,45.0,426
FKN00GL59665,12,2023-11-15,2024-03-11,1,K.R. Pura,GOODS AUTO,WRONG PARKING,118,3.05,427
FKN00GL15079,12,2023-11-16,2024-03-18,1,Shivajinagar,PASSENGER AUTO,WRONG PARKING,124,2.9,428
FKN00GL36086,12,2023-11-21,2024-03-31,2,City Market,SCOOTER,WRONG PARKING,132,2.73,429
FKN00GL37391,12,2023-12-09,2024-02-17,1,HAL Old Airport,MOTOR CYCLE,NO PARKING,71,5.07,430
FKN00GL5701,12,2023-12-23,2024-04-08,1,Upparpet,SCOOTER,WRONG PARKING,108,3.33,431
FKN00GL3761,12,2023-11-11,2024-03-17,1,Shivajinagar,SCOOTER,NO PARKING,128,2.81,432
FKN00GL11617,12,2023-11-17,2024-02-01,1,High ground,SCOOTER,WRONG PARKING,77,4.68,433
FKN00GL3670,12,2023-11-15,2024-03-14,1,HAL Old Airport,MOTOR CYCLE,NO PARKING,121,2.98,434
FKN00GL5758,12,2023-12-01,2024-02-02,1,Vijayanagara,MOTOR CYCLE,WRONG PARKING,64,5.62,435
FKN00GL48182,12,2024-02-14,2024-03-21,1,HAL Old Airport,MOTOR CYCLE,PARKING IN A MAIN ROAD,37,9.73,436
FKN00GL5166,12,2023-11-15,2024-04-06,1,HAL Old Airport,SCOOTER,NO PARKING,144,2.5,437
FKN00GL25395,12,2023-12-01,2024-03-30,2,Shivajinagar,SCOOTER,WRONG PARKING,121,2.98,438
FKN00GL48905,12,2023-11-26,2024-03-11,2,Hebbala,SCOOTER,NO PARKING,107,3.36,439
FKN00GL18217,12,2023-11-15,2024-03-21,1,HAL Old Airport,SCOOTER,NO PARKING,128,2.81,440
FKN00GL2865,12,2023-11-30,2024-03-15,1,Vijayanagara,SCOOTER,WRONG PARKING,107,3.36,441
FKN00GL49847,12,2023-11-17,2024-04-05,1,Halasur,CAR,NO PARKING,141,2.55,442
FKN00GL49345,12,2023-12-06,2024-02-20,2,Hebbala,MOTOR CYCLE,NO PARKING,77,4.68,443
FKN00GL12454,12,2023-12-18,2024-04-08,2,Shivajinagar,PASSENGER AUTO,WRONG PARKING,113,3.19,444
FKN00GL123587,11,2023-11-11,2024-01-01,1,Shivajinagar,SCOOTER,NO PARKING,52,6.35,445
FKN00GL125192,11,2023-11-14,2024-01-02,1,High ground,SCOOTER,WRONG PARKING,50,6.6,446
FKN00GL0166,11,2023-11-27,2024-02-08,1,High ground,SCOOTER,WRONG PARKING,74,4.46,447
FKN00GL0201,11,2023-11-17,2024-02-08,2,High ground,MOTOR CYCLE,WRONG PARKING,84,3.93,448
FKN00GL23596,11,2023-12-09,2024-03-15,1,HAL Old Airport,SCOOTER,WRONG PARKING,98,3.37,449
FKN00GL47375,11,2023-11-12,2024-03-23,1,Upparpet,SCOOTER,NO PARKING,133,2.48,450
FKN00GL128580,11,2023-11-15,2023-12-12,1,Shivajinagar,SCOOTER,WRONG PARKING,28,11.79,451
FKN00GL12902,11,2024-01-06,2024-03-06,1,Halasur,MAXI-CAB,NO PARKING,61,5.41,452
FKN00GL4836,11,2023-11-15,2024-03-11,1,HAL Old Airport,MOPED,NO PARKING,118,2.8,453
FKN00GL18632,11,2024-02-25,2024-04-04,1,Kodigehalli,SCOOTER,WRONG PARKING,40,8.25,454
FKN00GL36884,11,2023-12-13,2024-03-21,1,Jeevanbheemanagar,MOTOR CYCLE,WRONG PARKING,100,3.3,455
FKN00GL37362,11,2023-11-21,2024-02-23,1,HAL Old Airport,MOTOR CYCLE,NO PARKING,95,3.47,456
FKN00GL37573,11,2023-11-27,2024-04-02,1,Shivajinagar,PASSENGER AUTO,WRONG PARKING,128,2.58,457
FKN00GL5703,11,2023-11-22,2024-03-12,2,Vijayanagara,SCOOTER,WRONG PARKING,112,2.95,458
FKN00GL57426,11,2023-11-21,2024-03-12,2,HAL Old Airport,SCOOTER,WRONG PARKING,113,2.92,459
FKN00GL5748,11,2024-01-19,2024-03-21,1,Vijayanagara,SCOOTER,NO PARKING,63,5.24,460
FKN00GL11738,11,2023-11-13,2024-02-23,1,Rajajinagar,MOTOR CYCLE,NO PARKING,103,3.2,461
FKN00GL38127,11,2023-11-15,2024-04-06,1,Upparpet,CAR,NO PARKING,144,2.29,462
FKN00GL8187,11,2024-01-18,2024-02-22,2,HSR Layout,CAR,WRONG PARKING,36,9.17,463
FKN00GL102806,11,2023-11-14,2023-12-19,1,High ground,MOTOR CYCLE,WRONG PARKING,36,9.17,464
FKN00GL17841,11,2023-12-15,2024-02-16,1,HAL Old Airport,SCOOTER,NO PARKING,64,5.16,465
FKN00GL11444,11,2023-11-18,2024-02-06,2,Shivajinagar,CAR,NO PARKING,81,4.07,466
FKN00GL3633,11,2023-12-03,2024-02-16,1,Halasur,CAR,NO PARKING,76,4.34,467
FKN00GL14476,11,2023-11-30,2024-03-10,1,Jeevanbheemanagar,CAR,NO PARKING,102,3.24,468
FKN00GL14244,11,2023-11-21,2024-02-23,1,HAL Old Airport,SCOOTER,NO PARKING,95,3.47,469
FKN00GL17742,11,2023-11-20,2024-02-27,1,Shivajinagar,PASSENGER AUTO,WRONG PARKING,100,3.3,470
FKN00GL17789,11,2023-12-13,2024-03-22,1,HAL Old Airport,MOTOR CYCLE,NO PARKING,101,3.27,471
FKN00GL104016,11,2023-12-17,2023-12-18,1,Jalahalli,CAR,NO PARKING,2,165.0,472
FKN00GL7931,11,2024-02-03,2024-02-03,1,Malleshwaram,SCOOTER,NO PARKING,1,330.0,473
FKN00GL26002,11,2023-11-21,2024-03-16,2,City Market,LGV,WRONG PARKING,117,2.82,474
FKN00GL26145,11,2023-11-14,2024-02-22,1,HAL Old Airport,SCOOTER,NO PARKING,101,3.27,475
FKN00GL151053,11,2023-11-15,2024-01-10,2,Hebbala,CAR,NO PARKING,57,5.79,476
FKN00GL59342,11,2023-11-21,2024-02-16,2,HAL Old Airport,CAR,NO PARKING,88,3.75,477
